Tweet,Country,Topic,Sentiment,Sentiment_Expression,Sentiment_Target
@wiamwahhab كأنوا هددو وقالولوا بتقرأ هل بيان مثل ما هو وممنوع ترجع على لبنان في شي مش طبيعي عم يصير والله اعلم,lebanon,politics,negative,implicit,هددو وقالولوا بتقرأ هل ب
خروج المنتخب السوري من تصفيات مونديال #روسيا 2018 بعد خسارته امام أستراليا بنتيجة 2 - 1 في مباراة إياب الملحق الآسيوي,lebanon,sports,negative,explicit,خروج المنتخب السوري
نخدم زوار الامام الحسين حفيد رسول الاسلام حتى لو غير مسلم واي كانت جنسيته حتى الايرانيين نخدمهم ك زوار وبشر #الرحمه. #العراق. #ايران. #السعودية,jordan,religions,positive,explicit,زوار الامام الحسين
العبادي حربنا القادمة مكافحة الاٍرهاب ؟ اذن المطلوب تشكيل لجنة عليا بإشرافه ترتبط به مباشرة ومن وجوه منهنيه وليس سياسية تخول كل الصلاحيات,syria,politics,positive,explicit,مكافحة الا
حرام يخسرو بآخر الدقايق زعلت عليهن هيك فريق وهيك عزيمه ما بستاهلو يخسرو ابدا :( بس اكيد كل سوريا فخورة بهالمنتخب وبهيك اراده. #نسور_قاسيون,lebanon,sports,positive,explicit,سوريا فخورة بهالمنتخب
@ryoo550441 @reem1999gh3 ي ريان الهذلي توكل توكل ي قليل الحيا والتربية واذاء م ترضى على اختك لا ترضى على بنات النا… https://t.co/mVHupZchmR,palestine,personal,negative,explicit,قليل الحيا والتربية
من سلبيات الشخصية العربية أنها لا تهتم بالفعل نفسه بقدر ما تهتم برد فعل الناس نحوه: لا يهم أن ترتكب ذنب المهم ألا يعرفه الناس.. 🙃,lebanon,personal,negative,explicit,سلبيات الشخصية العربية
بتوقع السيء دايما وبحط خطط بديلة ، مش تشائم بس بهيء نفسي للصدمة من بدري في حال وقعت بتكون اخف,palestine,personal,negative,explicit,بحط خطط بديلة
لما انت تصوت لواحد زي هيك انت بتتحمل مسؤوليته. و اشوف بس كيف رح توقف يوم القيامة قدام رب العالمين و تحكي اه بس ابن ع… https://t.co/TV9y2BZvYk,palestine,religions,negative,explicit,بتتحمل مسؤوليته
النائب في المجلس التشريعي محمد دحلان : الشعب الفلسطيني قاب قوسين أو أدنى من تحقيق المصالحة بمشاركة كل الفصائل والقو… https://t.co/gyof528MXH,palestine,politics,positive,explicit,الفلسطيني قاب قوسين أو أدنى
خلي الإحترام ركزلي على كلمة الإحترام يا إبن المحترم أساس لتعاملك ويه الناس.. مشينا كرهك للمسلمين ودينهم و كانه كلمن حر برأيه بس إحترمهم كبشر,jordan,personal,positive,explicit,خلي الإحترام
إصرار حكومة #بغداد على تسلم المعابر الحدودية وأدارة المطارات وآبار النفط في #كوردستان هو إعلان ل إفلاسها والاعتماد على الاحتياطي لسد العجز,jordan,politics,negative,explicit,تسلم المعابر الحدودية
الطريقة الأمثل للإنتصار في بعض المعارك هو عدم خوضها منذ البداية // والشجاع ليس من يفوز في الخصومة وإنما الذي يتجنبها ويتلافها //,lebanon,personal,positive,explicit,للإنتصار
انا هاللحظة عالتويتر وكم هائل من السباب والشتائم على صفحتي عالفيسبوك. كل ذنبي اني ادليت برأيي. وبعدكم بتحكوا بحرية الرأي؟. لا ما في حرية/كذبة,lebanon,personal,negative,explicit,لا ما في حرية/كذبة
#ليه_استقال_الحريري هذه الاستقالة أقالة من السعودية.لسعد الحريري يا حيف بدك سيادة وحرية من دولة ملكية ما سمعت كلام وزير خارجية قطر,lebanon,politics,negative,explicit,ليه_استقال_الحريري 
تتلخص تعاسة اليوم اول اشي ناسيه انه عندي براكتس وناسيه كل اشي بالبيت /وجع معده / كل كيس براكتس تعطينا اياها المس تك… https://t.co/bQuxCWYprQ,palestine,personal,negative,explicit,وجع معده
@DRSAMIRGEAGEA معلومات عن تراجع #حزب_الله عن سلوكياته واعلانه الانسحاب من كل أزمات المنطقة التي يشارك فيها بعد سماعه بكلام جعجع ... 🙆‍♂️,syria,politics,negative,explicit,تراجع #حزب_الله عن سلوكياته
#ريال_مدريد_فوينلابرادا. مايورال عمل شغل كبيير الهدف الثاني. دخول بيل حرك أداء الملكي للأفضل بدايه جيده لحد الان,jordan,sports,positive,explicit,ريال_مدريد
لا يقاس الحسين (ع) بالثوار، بل بالأنبياء . ولا تقاس كربلاء بالمدن، بل بالسماوات . ولا تقاس عاشوراء بحوادث الدهر، بل ب… https://t.co/ke8Oqq9LMQ,syria,religions,positive,explicit,لا يقاس الحسين
التحكم المروري: تصادم بين بيك آب وسيارة على اوتوستراد الدورة باتجاه نهر الموت والاضرار مادية ودراج من مفرزة سير الجديدة يعمل على المعالجة,lebanon,news,negative,explicit,تصادم بين بيك آب وسيارة
سيطره نادي الهلال على كل شي شبابي من اداره الى لاعبين الى كيان وسحب افضل عناصر كانت بالشباب من ناصر الشمراني الى ال… https://t.co/ckYcE369Cq,palestine,sports,positive,explicit,سيطره نادي الهلال
اللهم عالم الغيب والشهادة فاطر السماوات والأرض رب كل شيء ومليكه أشهد أن لا إله إلا أنت أعوذ بك من شر نفسي ومن شر الشيطان وشركه.,lebanon,religions,positive,explicit,اللهم عالم الغيب والشهادة
طيب هههه هههه راح نخليك 😂انت😂 بدل التاج و الورد 😷😒😆😆😆😆. خلاصص جنت العالم رسميا ... ناقص تختارون شنو منلبس وشو منحكي . https://t.co/WcuTEnZY3K,jordan,personal,negative,explicit,العالم
صدفة اليوم: كل يوم بتنقطع الكهربا ساعتين الا اليوم سبحان الله بس شرّفنا الوزير جبران باسيل من أول ما فات عالضيعة و هيي مقطوعة 😂😂,lebanon,politics,negative,explicit,كل يوم بتنقطع الكهربا ساعتين
أحبك لو تزيد الجرح وتجرحني أحبك لو تداوي الجرح و تشفيني وتزيد القهر و تقهرني و تزيد الهجر و تهجرني ومن الجرح تسقيني… https://t.co/4NRLVoJaJq,syria,personal,positive,explicit,الجرح
السلام ع صاحب السكينه . السلام ع المدفون في المدينه . السلام ع المنصور والمؤيد . السلام ع ابي القاسم محمد بن عبدالله ورحمه الله وبركاته,syria,religions,positive,explicit,ابي القاسم محمد بن عبدالله
اللطيف في موضوع الهندسة انو اكتر من نسبة 70% من طلابها في اول سنة بضيفو كلمة Eng قبل اسمائهم ومع مرور السنوات بكتشف… https://t.co/244bZoqyLa,palestine,personal,negative,implicit,الهندسة
تفضل معنا عزيزي المشجع . وقل ماتقول هذا شي فااضح بتدمير مورينهو الفريق او غيرها ، ولكن الشي الملفت تشيلسي واستحواذه… https://t.co/47n0HHunUb,jordan,sports,negative,explicit,تدمير مورينهو الفريق
#لبنان سؤال .منذ متى والحصار على ايران الاسلام المحمدي الاصيل وليس المزيف بعد ان كان شرطيهم الشاه يلعب عوضا عنهم .الى الان رغم ذلك تتقدم,jordan,politics,negative,explicit,منذ متى والحصار على ايران
دخيلك يالله صوت رائع صوت ملائكي #بالقلب ما اجملك يا نوال ما اجملك كل ما اسمع غنية بقول مش معقول ينزل اجمل و بتأكد… https://t.co/xjCPQgkdIP,syria,entertainment,positive,explicit,ما اجملك يا نوال
@dr_naseer اللهم لا شماتة - لكن - يمهل ولا يهمل. ماذنب اطفال اليمن - وسوريا - والعراق - اليس لهم حرمة عند الله -,jordan,politics,negative,explicit,ماذنب اطفال اليمن
@alsho7a ترا اني بحب فيروز ....بس بحبش الهبل ^_^ خلص بكفيها يزم ! حدها هيك يستضيفوها ببرامج تدندن - بصوت مش حلو - اشي من اغانيها القديمه,lebanon,entertainment,negative,explicit,اغانيها القديمه
